Comment;Sentiment
Good;Positive
Excellent;Positive
Hi stc pay not good nowcustomer service not receiving call only one time hey receive my call after that not received...5 days before I add money with my sadad number but im not received money ..I ask the customer service he not responding 🙄 😒 that's why I need to deactivate my stc account ....please don't usee now stc pay not gooddd;Negative
Very good;Positive
Worest app every it has to many issues I can't login.i can't not make any transactions;Neutral
i send money from local bank to stc pay on January 30 -2022today date 21 feb2022 until now not transfer to stc pay and they holding my money with out any reason.very bad service no response from customer care.plase i need my money tired every day i contacted to customer care no use.;Negative
I recommend that all my friends never use this app. I have experienced that you will not have any support from their side to help you if you have any problem while transferring or withdrawing your money. unfair APP;Positive
Very Bad;Negative
I lost my SAR 220 in this app during system maintenance of feb-2022. I already contact your customer care and nobody picked the call for 45 mins.;Positive
Nice;Positive
Good;Positive
SARAH c pay one problem no atm in depsit atm;Negative
Yas;Neutral
Nice one;Positive
Nice;Positive
When i transfer 240sr from my debit card on 15 feb 2022 still my money not come in my stc pay account when i contact help and support team no reply even they did not recieved call i am suffering these stc pay aap.;Negative
The updated version of stc pay is very bad. When I send money choosing western union it did not give me MTCN. I try to call and message customer service but I did not get any help or reply. I do not know if I can get my money back. Sorry but I do not recommend this app.;Negative
Now very bad service customer care service is not good;Negative
Bad;Negative
Its work good now 🙂🙂🙂;Positive
Old version is much better. 0.5% cash back is gone why.😡;Positive
This make transfer to indonesia easier and good exchange rate;Positive
Poor;Negative
Very good;Positive
Very good;Positive
It's been 2 days my local transfer to alrajhi account still on pending.;Neutral
This Software verry nice working;Positive
ওয়াও;Neutral
Im trying to add my card!! But it's always showing that the transaction failed all the time!! What's going on with this app?;Negative
No working;Negative
Fine;Positive
Good apps;Positive
Excellent and trusted.;Positive
Excellent and trusted.;Positive
I am disappointed with stc pay service in all aspect like adding money in my stc pay chat with customer care where you will see no response even you wait for them fir whole day or if you call customer care number waiting time is more than 25min and when they attend you will get false commitment without giving you any ref TT number. I have added 275 sar on 15 feb and it is about 1 week passed but still that amount is not reflecting in my stc pay account;Positive
All the best;Positive
No one is answering inquiries and complain.. I want my money back!;Negative
It's good easy to send money to family in one minute;Positive
"تم تحويل مبلغ من محفظه هنقرستيشن من تاريخ ١٥ فبراير ولم تصل للتطبيق حتى الان";Neutral
Very worst customer care service...no more response for call chat even mail also....nearly 2 days I try to contact customer care...no more response as well as iam waiting nearly 15 minutes in customer care call...please improve your customer care service....;Positive
Someone took my money that i send to Philippines that is impossible but that happen to me i can trust this app anymore i need refund of my money;Positive
اسوء تطبيق مالي ما عارف اخذ مالي واسؤ خدمة عملاء اسوء من السوء;Neutral
Excellent;Positive
تم التواصل وتم حل المشكله شكرا;Neutral
Is this apps only allowed for stc number users only?;Positive
I cannot open my stcpay account and I still have money there. How can I use that again? And somebody was calling they are from stcpay and asking for my iqama and bank account number. How I will know this is scam? This is so bad. This is our hardworking money and so easy for you to sunddenly stop the app.;Negative
I have bad experience to this app I tried to use this to transfer money to my bank account. I transfer it last Thursday around 11am and i expect to receive it today Sunday . BUT STILL I DIDN'T RECEIVE! . So disappointed;Positive
STC pay customer care is not responding for any queries. Such a poor service.;Negative
Good app;Positive
Good app;Positive
Best apps ever;Positive
I pay out my cash from hunger Station wallet it's deduct from my wallet but still I did not receive even 1 riyal to my stcpay account It's totally waste of time and money app.;Negative
Now face more problem this apps Digital card not coming local Bank transfer not going and sabb payment not coming but balance also cutting.;Negative
Day by day useless service I want give half rating but not option;Negative
Excellence;Positive
👌;Neutral
Nice;Positive
Difficult calling their customer service if uou have problem.;Negative
Dear stc pay I am calling your customer care for past few week and also sending an email . There is zero reponse and this is very bad . Please advice me a way to get in touch with you . Some of my money is stuck and i need to clear it on urgent basis;Positive
اسوء خدمة عملاء تنطزر ربع ساعة و ما حد يجاوبك;Neutral
Thanks for the application...;Positive
Very good;Positive
Good;Positive
Easy fast and convenient.;Positive
Very good app;Positive
Bad service. The company holds money and doesn't perform the tasks on time. Don't recommend it.;Negative
Good;Positive
الفلوس معلقة لها اسبوع وخدمة العملاء بلاقيمة;Neutral
No one answer when calling customer support and help not good at all when doing international transfer and order a credit card and it's Wi-Fi doesn't work?!;Positive
Very good apps and so helpful easy and quick;Positive
Good;Positive
Thanks for fix;Positive
This app is not good every day some one issue and money transfer problem;Negative
Still waiting for my moneyand that toll free number you keep asking customers to call is just as useless.;Positive
It was great this stc app. It's very helpful and if you sending your money in your home country it's too easy rather than that I sending 3x there is no charges. Fantastic;Positive
Really it's worst more then worst. Costumer service is also as like baby have a lesson repet again an again same answer. I have many time call them I can't able to add new beneficiary but nothing no one give solution. Only the answer is that sir have technical issue our technical team is doing update. How long take time for update or solve technical issues? My rate is 00000;Positive
I've sent money to local bank 2 days ago and still pending until now;Neutral
very useful;Positive
Very Good App;Positive
Now a days very bad services after updation. And if you try to contact customer support you won't get never ever.;Negative
17 feb morning.. 202.88 riyal transaction done from delivery app to STC PAY.money deducted from delivery app but not credited to STC PAY due to their (STC PAY) software error. Next day fully not opened. Then I came to this platform to contact by troll free no. ( Real time also I am on the call to connect). But many times I attempt but no one here to attend the customer service call. Now I shamed to be part of user. Thinking about to change to URPAY which is associated with Al-Rajhi Bank.;Negative
ازبل برنامج;Neutral
سيئ جدا الحوالات تصل بعد ٣ ايام الايداع من بنك الى الزفت stcoay والدعم لا يرد و التطبيق لايفتح بسهوله. لا اشجع ابدا ابتعامل معهم;Neutral
حراميه وبيسرقوا الرصيد;Neutral
It is most fantastic and easy app for all transaction;Positive
Good;Positive
Super 💝;Positive
Good;Positive
Stcpay is useless because I can't open account for the past 3 months I was trying;Negative
Its amazing system ❤️❤️❤️;Positive
After the update i can not use or reinstall the app!!!;Neutral
Great app;Positive
There's no customer service accepting my call when im calling the hotline of this app. I have a trouble issues in this appIm not using this anymore.;Negative
How to contact support team. Two days before I make the transfer but still not received...??;Positive
Very bad experience I had ever. Bad response no one cares here.;Negative
Excelent;Neutral
Worst app ever. Tried to call on their helpline several times yet no response they are always busy. Been calling them for hours. I don't recommmend.;Negative
We need monitor old balance history Old balan history not available in STCPAY;Neutral
My app is not working properly;Neutral
I have also sent money through stc pay but not received yet .And I called the helpline very happily but no one answers my call.Please you tell me how do i get the money back.i am very upset.Please help me you.not working well.;Positive
Very good app;Positive
Give back the money that i transfer. I have a proof that i tranfer money to stc.. and until now i didnt get the money.. pls give back the money lost.;Positive
Nice;Positive
This application was working very well before. Now it works very slowly. Right now the application is not even opening. What has become difficult. Open it quickly and give good service.;Positive
اسوء خدمة عملاء بيقفلو السكة ويردو ردود آلية والفلوس راحت;Neutral
This application is thieft because after update I have money 400 riyal they take 345 riyal then he said a pending payment how to pending payment every time I send money it's success is a lier and thieft after this update😡;Positive
this very bad one week transfer moneybut not come.;Negative
تطبيق فاشل ولا يستحق ولا حتى النجمه ما انصح احد يحمله ويتورط معاهم;Neutral
Very worst service. Please don't install;Negative
Excellant;Neutral
Pathetic app Pathetic services Poor system Giving one star because unable to give less than that You guys don't deserve even one star. After waiting on call for ten minutes there is no reply from the company end. Never ever gonna use this app and recommend everyone to uninstall.;Negative
Very bad app they eat my money and now i call many time to customer care but they didnt answer of my call..actually am working on hunger station i transfer 205 reyal from hunger station wallet to stc pay wallet now 5 days finished am still waiting for my money the hunger said money transfered successfully.for more information call stc pay ..and stc pay not answering of my call...what i do now ???;Negative
3day not good stc app;Negative
Very nice app;Positive
I applied for mada stc physical card i complete everything in last step they say something wrong I'm new but i can't believe on this app;Negative
Oh my dear stc pay why is so worst to update this apps I almost a day to update but it's not working what happened to your service!?;Negative
"STC شغل ممتاز";Neutral
It is not reliable. There is regular maintanance that is done without prior notice. It takes days and you will not be able to use it at all.;Neutral
Earlier cashback was available on scratching Visa card. Can't find it yet. Why?;Neutral
awesome;Positive
تطبيق فاشل فلوسك تختفي وطول الوقت صيانه;Neutral
Very useful;Positive
steal the citizens;Negative
فاشل..;Neutral
Your app is still under maintenance since last 9 days. My payment is stuck just due to of your maintenance. When this issue would be resolved????? App is also not working well now a days;Negative
Several days outage. My money is not accessible. Awful customer service.;Positive
Good;Positive
It's a nice app. Solves all payment issues.;Positive
It's became Worst in pervious couple of days It's always under maintenance 2 or 3 days a week.;Negative
It's not working for last 2 days fully it's coming as In maintenance iam unable to withdraw money now;Neutral
How many days your going to keep this app under maintenance my money is there the atm card also not working how can I get my money sit what kind of banking application is this if other bank application is under maintenance but atm card is can use but this very very disaster Oh my god;Negative
نجمه واحده فقط عشان تعطيل التطبيق والحسابات والبطاقة من اسبوع إلى الآن .;Neutral
please don't download waste appp;Positive
Really bad experience and I really thinking to switch out of it how come downtime for more one day and I cannot use my money. No respect to customer and any issue with transfer take weeks to fix.;Negative
Assalam Alaikum what happens STC app not working;Neutral
The App Not working;Neutral
Nice;Positive
Down more than 24 hrs;Neutral
After I put a huge amount in the wallet and began to trust the app it began to crash and need maintenance frequently and not working simply so this app is simply for small expenses it cannot be a fully bank account honestly I truly am disappointed the last Friday was bad for me because I couldn't use my money because of the app being under maintenance even the ATM card doesn't work along with app and now thinking only of collecting my money from the app the moment it gets back to work.;Positive
It's not working please fix it;Negative
معلق من يومين ..لا حول;Neutral
No transparency and bad customer service once i get back my money will stop using.;Negative
Unbelievable It doesn't work I can't use my money everyday something happens!!!! I need my money!!!!!! Wake up!!!!!;Positive
Why i can't open my app's since yesterday i need to send money asap;Neutral
When the app will become functional? You should get the latest services to keep the app active 24/7;Positive
alway under maintenanceour money are stock in atm;Neutral
This apps is worst since new update transfered money from riyahd bank accnt. To Stc pay it's deducted but not appear in stc balance. Calling stc pay hotline for refund but they always says just wait and call your bank for refund even if they knows that the problem is in your company stcpay your customer care is useless you didn't even care your customer's money lost fixed it as soon as possible and refund the money of your customers if you wanna as to used this apps or Uninstalled this apps ever;Negative
After the updates until now I can't sent money thru bank and gcash poor service now;Negative
App is mostly down on weekends when all users need it. Once the weekend is over the app goes back into operation again. Apparently the whole IT dept takes off on the weekend without regards to the needs of the customers.;Neutral
البرنامج عطلان وفي حد بيحاول يدخل حسابي وتكلم الموظفين مايشوفوا حتي ايش المشكلة وبس نفس الجملة البرنامج تحت الصييانه ومانعرف متى تتحل المشكلة..;Neutral
Why to day stc pay not working only massages technical Errors plz solve this;Negative
Worst you give a a specific date that you have a scheduled maintinance last Febuary 18 2022 until 9:00AM of the same date but it's been 2 days and still your app is not working I have already. Now that I have an ermergency situation I can't use my money. Fix this issue please 👎;Positive
Not good service from 1 week  Deducted my SAR136 And they didn't return till now. SAR 100 is in account but can't withdraw App always goes in maintenance schedule;Negative
Always under maintenance;Neutral
Why i am not able to open app? I sm trying from last 4 days;Neutral
all my money are here in stc i need to send money from but untill now stc is not working;Neutral
Help me so much everytime i pay everything we needed i i like this app;Positive
Ano na STC pay bakit antagal ng maintenance ... Kaylan kunang mag hulog ng Pera .... 😩🤦🏽‍♀️;Negative
Can't take screen shots 😩;Neutral
Why stc pay is not working from 2 days;Negative
"تطبيق لا يحمي حقوق العميل سيئ لابعد درجه.. من ضمن شروطه اثناء التسجيل إخلاء المسؤوليه في حال تعرض التطبيق لأي خلل أو عطل بكل وقاحه!! الان التطبيق فيه عطل ليوم كامل ولا يحق لك ان تطالب بحقوقك لأنك وافقت على شروطهم من الأساس.. نصيحه من الجميع مقاطعه اس تي سي باي حتى يتم تعديل الشروط وحماية المستهلك وتعويضه غير ذلك اول واخر تجربه ان شا الله";Neutral
فشل كبير كيف اكثر من اسبوع متعطل;Neutral
تطبيق يتعطل قريب اسبوع لا يستحق انه يعتمد عليه في اموالنا;Neutral
The app been in maintenance since last week and you cant use your money or send it to anywhere basically you are stuck.;Neutral
Stcpay is first digital wallet application of Saudi Arabia and they are improving day by day. don't get disappointed on minor issues.;Positive
Schedule maintenance 2 days finished not work what's going on here. I am apply for a card may be finished in the 15 work days but not delivered our car what happening here;Neutral
Very bad;Negative
App doesn't work for multiple days and left me without access to MY OWN MONEY. worst experience ever. Once this issue is sorted I will withdraw all my cash and never use this app.;Negative
كل صيانه ليش;Neutral
I don't understand anything. Today your apps are not opening for three to four days. My money is stuck. How long will it be complete?;Negative
Not working for so many days  poor technical support;Negative
I couldnt access my account since 2 days and all my transaction are declined. Very disappointing.;Neutral
I don't know what happened why not working 😕 have some essu or what.;Neutral
Good;Positive
Stc pay app is more good but local transfer too much time but why;Positive
How long it take for maintenance I cannot buy anything please fix;Negative
تطبيق فاشل;Neutral
Application is off for 5 days now and i am unable to use my money;Neutral
Worst payment app I ever seen. Late transaction . And won't work always.;Negative
Unrealaible if you use it you should take some cash with you because it's get so many problems;Negative
Very bad experience also very unresponsible technical team and management;Negative
Worst experience from last one week is not working properly. No International transactions. I transferred 1500 SAR to my urpay wallet since two days ago and they are not transferred and money gone from STC pay. I have no idea what to do customer service is worst.;Negative
انتبه تعتمد على هالتطبيق. حط فلوسك في بنك موثوق;Neutral
I used to be comfortable with this app before. Hopefully this maintenance will give a better result. And will be fixed soon. Inshallah.;Positive
Down for 5 days. I can't use my money. So basically I was robbed by this company.;Neutral
The app doesn't work after updates 😡;Neutral
Bad service;Negative
What happened to this App. It's not more than 3 days and money not returned yet despite of these fact western union shows refunded surprisingly App showed Paid. No one listening should give money asap and compensation.;Neutral
"في قمه الاحباط من شركه بهذا الحجم والسمعه .. ان تنتج تطبيق ضعيف الامكانيات .. الثقه العمياء في المسمى الفعلي طلعت معدومه كان بالنسبه لي اول وافضل تطبيق ولاكن بعد التحديثات الاخيره اصبح اسوء من المعتقد .. فلوسنا كلها موجوده بالتطبيق ومانقدر نسحب منها اي فلس .. وهذا غلط حنا نتحمله لانو وثقنا بتطبيق ضعيف كهذا";Neutral
Nice;Positive
Completely useless and unreliable. Hasn't been working in the last few days.;Negative
very nice oprating system;Positive
Best apps ever;Positive
التطبيق وقت الصيانه يقوم بتجميد كل البطاقات و الصيانة قائمة بشكل دوري طوال الوقت ، القائمين على التطبيق فاهمين صيانة التطبيق بشكل خاطئ و يعاملون التطبيق على انه سيارة ممنوع استخدمها وقت الصيانة;Neutral
تطبيق سيئ جدا;Neutral
The worst ever. Which update that takes more than 6 days .;Negative
Not working app today;Neutral
App and card is not working for 3 to 4 days.;Neutral
أسوأ تطبيق بنكي ولا أنصح به أحد وتم حذف التطبيق للأبد الى مزبلة التاريخ يا StcPay;Neutral
Don't ever think to use it they steal the money of the customers. It's been more than 4 days since the app is not working and the money people have in the wallet is gone I lost 1000 sar 😭😭😭;Negative
2 days finished still we will make soon;Neutral
ഗുഡ്;Neutral
Every time server maintenance 👎👎👎;Neutral
Very unreliable. Service down for several days.;Neutral
STC Pay Service Experience = (Slow + Not User-Friendly) × (Nontransparent + No Customer service);Positive
Bad;Negative
سيئ سيئ سيئ وهقتونا عند محطات البنزين والناس مسافرة معتمدة عليكم قطعتونا;Neutral
Excellent;Positive
A week long update !!! What a joke.;Neutral
Again scheduled maintenance. My money is stuck with this app. Issued ticket but not resolved for the past 10 days and nobody is answering phone calls. I don't know what happened with you but why you guys are playing with our money?;Neutral
I had a good experience on time 😘 local and international payment deliver. Unfortunately new update was worst and from morning it's under schedule maintenance without notification;Negative
البطاقه تنقبل مره، و تترفض 17 مره الله يقرفقكم انت وبطاقتكم;Neutral
Poor service;Negative
Applicatiin have good facilits and very fast transation system but its very slow and poor speed of moving option.the previous version was nice..plz return preveous verson to get 5 stars..thanks;Negative
It's been 2days stc pay not working;Negative
The app not working in this days Unfortunately just we get promises it's will work soon. We have money and we can't handle it. We need compensation.;Positive
Hi i just want to ask when is it possible to use? Yesterday it was ok but when i sent money today suddenly it was undermaintenance. What happened? I badly needed to send money. Can i still get it back at least? Please respond;Negative
Good app but few day to much problem no opn stc pay;Negative
2 days back i transfer amount to my friend .Same time I received massage amount was detected from my stc pay account still now my friend not received amount. i try to contact stc pay but no anwers;Neutral
Downtime forever :p worst tech support no csr to talk too :p crapy organization switch to urpay service is better and no remittance fee this days;Positive
Godd;Neutral
The worst app ever;Negative
Very poor service;Negative
Very easy to operate;Positive
Why not working stcpay app;Neutral
I rarely write a reply for an app but for this I had to do it imagine a BANK going offline for 2 days with all its services down can't pay can't withdraw totally useless. It's a shame this app had a great potential but I'm withdrawing my money as soon as service is back online and moving on to an alternative provider.. Shame stc.. I mean shame BANK stcpay..;Negative
Old 5yees;Neutral
Stc pay is no going worst day by day. Unable to login. Release new update and kill this issue.;Negative
يومين مقفلين التطبيق وماتقدر تدفع;Neutral
Why not working my stc app? I mean today not longing my app?;Positive
stc I wanted to now WHY THE UPDATE OR THE Maintenance TAKE 2 DAYS so when I want to transfer money to someone I CANT because there an update take 2 days ?;Positive
I like the apps...its good to be with me;Positive
"اكثر من يومين وانا ماني قادر اخذ فلوسي التطبيق من فترة وهو تحديثات ومرات ما يسحب وبهذلنا .. والحين لا التطبيق يفتح والا البطاقات تشتغل وجالس يومين ماني قادر اتصرف بفلوسي الموجوده في المحفظة";Neutral
The best in the kingdom;Positive
Under maintenance when needed;Neutral
I cannot login or use the app since morning. Really frustrating !;Negative
I trying to add my debit card. Transaction gets failing every time. Trying to contact customer care no one is responding. I even sent email to them no responsee..It was good app before but now its not. Can't imagine these bugs from reputed well known STC.;Positive
Better;Positive
😡😡😡;Neutral
Good;Positive
I transferred money 2 days ago to a local saudi bank but still not credited tried to contact customer care many times but no one responded. I called customer care and they told it will be transferred today but nothing happened.;Positive
Good;Positive
All my money i save are stuck now this is awesome;Positive
Hey stc why you alwasy undermainance what we will do if our money is in your account!!! 😡😡😡😡 please fix your issue!!! I don't have money in my pocket how will i pay in supermarket!!!;Positive
Excellent service and good quality service 👍;Positive
I could not use this app from 3 am till now 6 pm for maintenance reason 🤔;Neutral
Worst app ever there's maintenance almost everyday and it last for at least 6 hours more than what's said on the app.;Negative
Becoming useless app;Negative
Bad experience the worst;Negative
Stc pay last night to still not working why;Negative
Bad service bad app;Negative
It's stupid application please don't waste time;Positive
my Friend send me 50 riyals two times to my ALBilad debit card account Feb.16 2022.. then the stc pay deduct 100 riyals but until now i did not received the 100 riyals to my account...;Positive
Excellent;Positive
It was great app but suddenly it stop working and my cards also stop working. I could not pay at shops nor transfer my money and my balance vanished. Also the chat is very bad. There is no option for complaints or contact customer service for help x;Negative
What is wrong with the app it is not working now???please help.;Negative
এটা কাজ করে না আমার মোবাইলে ইন্সটল করেছি আবার ডিলিট করলা;Neutral
does not work No customer service;Positive
Very bad application... One weak for updates and still not working;Negative
Baaaaaaaad app they told you that there's an update to 9 a.m then they take 8 hours more n don't till u why;Neutral
Asalamoalkum sir what is the issue of app 3 days i add money but didn't coming money in stc pay what is the issue i want to transfer money internationally but money didn't show what is this now plz give me my money back as soon possible i don't ever use stc pay again sometime issue its ok 1 hour 2 hour 24 hour but its 72 hours but didn't coming money;Positive
The notification send stc pay is under maintenance from feb13 to feb14... But until now still under maintenance.. I cannot open the app. What is this??;Negative
Good;Positive
Dirver;Neutral
app is not working 😔;Neutral
They told us they will update from 11feb to 13 feb tody i tried to open.it is not working i dont know why;Neutral
To STCpay manager please what happened the apps cannot be open there is a message that unexpected error what is this inconvience for us to your costumer we need a transaction like sending moneybuy from merchant kindly fix the problem;Positive
تطبيق رائع لكن بعد التحديث التطبيق لا يعمل ومحتاجه ضروري الان;Neutral
اسبوع كامل كل تجي تستخدم البطاقة او التطبيق يطلعوا يحدثوا السيتم استهبال;Neutral
The amount of trouble stc pay services gave me... Now as of fed 18 2022 the cards and apps are frozen up i couldn't make purchase. It happened at worse time when i was making purchase of meds at pharmacy.;Negative
STC Pay is not good anymore you can't transact using your stc pay card when the app is under maintenance  that's embarrasing when you are on a queue and tap your card and POS says DECLINED!;Negative
good;Positive
good;Positive
Very bad;Negative
Why I can't open this apps? I've always done sending money right after i can't open my stc pay account what I can I do?;Negative
My account is not working;Neutral
Not working;Neutral
Excillent services;Neutral
Why isn't this app opening for me?;Neutral
Nice;Positive
Without any notification app is under scheduled maintanence ..very worst situation;Negative
Good;Positive
Good aaps;Positive
I am unable to open my STC PAY account as it is saying due maintenance we will be back soon. How much more time will it take???;Negative
Vv good;Positive
very nice;Positive
STC Is good App but its customer care help line and in app chat is very bad i call help and wait for 15 minutes & second call also 10 minutes no response. In app chat there is also no response form customer care.;Positive
Every time technically error this app and I can't add my international account bad service I call helpline three also no response don't waste time for downloading this app;Negative
ill send money ncb to stc pay and already debit my account on stc pay..how to refund my money because stc pay apps not working until now;Negative
After the update it has become useless. Three days now no payment transfer working. . Nobody replying on toll free or chat..;Negative
It started to lack and transaction are not much secure anymore;Negative
Before its good but after they updated the system their service is bad;Negative
Good aap;Positive
ما انصح احد فيه حاليا باي لحظة تتورط ولا تقدر تستخدم رصيدك ولا تسحل فلوسك وتتعطل كم يوم مثلي تماما لا تخلو فيه فلوس ابدا استخدموه بصفة مؤقتة فقط;Neutral
Not working the app;Neutral
👍👍👍;Neutral
Good;Positive
I lost money on their last update;Negative
I've been using this app for more than a year already. And it really helps me saving my time to go to the bank in sending money to the Philippines! This app do well for me on my online money transfer! It's fast transaction ever. Thanks STC PAY!;Positive
invalid id.. 😔😔 very very desapointed customer her after an update there is a lot of error.. a lot of people lost money in stc pay. employee who made this update should be terminated in the company stc also lost money and trust from the customer. we will go to other bank than using this untrusty worthy app.;Positive
Before it's good but after update very very bad;Negative
The last update made the application disaster it's Been a week and unable to check even the balance .. and keep hang and close ..it become worse ..please fix the application soon;Negative
After updation my Balance is not showing on my STC pay account.;Negative
Stc pey;Neutral
very useful apps;Positive
Now its a disaster appnew update came and and i update but where is my money all gone just like that.;Positive
One star Because of new update;Neutral
New Update issue;Neutral
Dear stc pay my saudi riyal 400 sr date 15/2/2022 time 12:51. Am alrahi atm add many already msg coming stc pay and alrajhi banks msg but not coming my wellet riyal;Positive
Its been a longtym i cannot use this stupid apps i dont now why always unable.;Negative
Very very very nice;Positive
What is happening with stc pay app? Why is my balance is missing?;Negative
The latest update has made the transaction history disappear.;Neutral
جبتو العيد بالتحديث الاخير.. وياريت اللي مستلم الرد هنا يجاوب عالاسئلة بدل اجابته الرجاء التواصل على وعلى;Neutral
"تطبيق مشاكله في الاتصال كثيرة كل شوي يقطع وبسببها اخفقت عملية سداد فاتورة بمبلغ ٩٤٩ ريال اخذوا الفلوس ولا سددوا الفاتورة وخدمة العملاء سيء متوسط مدة الانتظار ٣٠ دقيقه والى الان ما انحلت المشكلة";Neutral
Very slowly and Big mistakes after last update 😭😭 I can't continue with this visa;Negative
After the latest update my account balance doesn't appear and I can't transfer anything!;Neutral
Always technical problem;Negative
Easy to use and transfer money internationally;Positive
Hello what happen I can't withdrawal my money I see also my wallet is zero;Neutral
Excellence service🥰❤;Positive
I don't understand why or how my cash is missing can you please fix the new update because it's giving everyone a real hard time;Positive
This app works just fine but the last update messed it up guys please fix asap. I will change the rating later after you fix the errors 👍;Negative
What happened with stc pay before 13-14 February take time to update bt Now nothing Work.. Please do something..;Negative
I think it's a great app for safe money 💰;Positive
Where is our money???? After the update our money disappeared;Negative
After latest update.. app is not working. I reinstalled the stcpay but still not working.;Neutral
Good;Positive
It becomes worst after the last update on Feb. 14 i lost my money in my account i try to go to help and support and live chat is useless its computer feed abd no option for my complain.. This was not like this before the update..;Negative
Very good app;Positive
"بعد اخر تحديث و الامور متدهوره ، بطاقه ماتشتغل، تطبيق ما له فايده و توقيف فيز الناس";Neutral
after the update why my Card is not working and Not showing my Money balance in Application.this is Totally Unacceptable for Me.I Tranfer my Monthly allowance on this Apps.but See what Happen now? how can I buy a food?;Negative
I had money in my account and after the update it disappeared and I can prove it!!!;Negative
The old version was much better! I can't see my balance neither transfer money. Its laggy. When I transferred money it kicked me out from the app! And I don't know if the process completed or not! No notification. I'm shocked from the updated version!;Positive
The worst app and there is always maintenance and the app always stop and there is always a problem in international bank transfer;Negative
After the update last 14/2/2022 the account and app kept on lagging on and off within the day. And showing no money on the account. Can you fix it like it was before?;Negative
Friendly user;Positive
Ms;Neutral
The app isn't working properly after the latest update. Even one star is too high at this moment. Will re-evaluate once the app is fixed;Neutral
Excellent;Positive
Excellent;Positive
How I will transfer amount from quick pay to stc pay;Negative
Nice;Positive
هل يعقل صيانة 4 ايام متواصلة تعطلت مصالحنا حسبي الله فيكم;Neutral
it's good every time.;Positive
Easy active & usefull application. Very Important part is the addition of new beneficiary without visiting Bank or ATM.;Positive
Perfect;Positive
Good;Positive
Good;Positive
Very good;Positive
Good apps;Positive
International transfer is so quickly;Neutral
Good;Positive
Very good service;Positive
Very good application;Positive
It's brilliant application for transfer a manay I trust on this application so guy's please download this app.;Positive
Now the service is not good.After the update. On 14.02.22 i TOP UP my STC pay Wallet account i reciv notification and SMS that i have succesfuly transfer d amount to my account but when i open the stcpay app its showing 0. I called the contact # and took a lot of time before they answer my call its 3 days now but still my MONEY has NOT been RETURN to my account. customer service said just wait it will come.. But until when i will wait? U did not give direct answer when will u return my MONEY;Positive
Good;Positive
Perfect;Positive
تطبيق وخدمه ممتازه;Neutral
Good work app;Positive
Good;Positive
Not good services because am sending amount my account to stc pay wallet but my account debited amount stc only came message but not credited amount for stc pay wallet;Negative
Best app;Positive
Naic e apps;Neutral
Very good;Positive
I added money using IBAN ACCOUNT local transfer since tuesday until now my money is not appeared in my account poor customer servises! ive try to reach out about my complain but they always said that they will update us.. its been two days now since my money is on hold!!!!;Negative
Good card but money add ATM no option;Negative
Awesome;Positive
Nice app;Positive
Good 👍;Positive
Good;Positive
The Devs Destroy the app career after last update nothing work very well for days ago I can't top up through Mastercard SNB Cards.;Negative
15-2-22 my funds has been suddenly zero while transfer to india showing zero balance without transfer. After calling so many times there is no solutions yet. Even customer service people very bad behavior. Please resolve the issue asap;Neutral
The best app ever easy to transfer money all over the world 👍👍👍;Positive
Very good experiense;Positive
Today i buy 3 times pubg uc stc pay cut money on my wallet. But Don't give me redeem code. Total 65 SAR. Give me my money you don’t give money give me redeem code.;Negative
good;Positive
Good;Positive
Very worst app I send my money stc pay to my account the amount is didn't receivehow can I raise my complaint no options in their applicationwhere is my money please tell me;Negative
It's worst part of STC that's always make trouble to their customers even getting notifications in both as text message and also in STC pay app but not responding to wallet I never suggest this kind of app to my friend circle to use this app 😢😢;Positive
Good;Positive
WORST SERVICE. CUSTOMER SERVICE AND TRANSFER...;Negative
Nice apps;Positive
Good;Positive
Very bad many time update and then couldn't open or install;Negative
Love it;Positive
Very poor money transferring app. Customer service is worst compared to any other apps. Even local bank transfer takes more than 2 days. Overall not recommended to depend on it.;Negative
good apps;Positive
I transferred 50SR two days back to this app but still amount not received and i tried to speak custom care but no response until now;Positive
Poor customer service. I have money in my account after updating the app the money got disappeared and since then I have been calling and they never answered. 🙃...I want my money refunded back 😩 😫 😤;Negative
Worst experience! Money added not reflected on account even after maintenance and telling me to call my bank to refund while in fact the money already debited in my account. UNINSTALLING NOW!!;Negative
Last 13 feb i transfer 300sr from my Hunger station wallet still i didn’t received my money. 2 day ago i called stc call canter and say that money Will come after 2-3 hour Later but still didn’t received. Today i just call canter no one response my call i was waited 20 min why. I have screen shot also.;Negative
ممتاز ورائع، نتمنى إظهار الجهات التي نحول لها باستمرار على رأس القائمة، بدلا من البحث عنها كل مرة;Neutral
Worst Service after they updated the App it's get Worst I send money to my Family in the Philippines for my sisters expenses for the on-line Class (School) and now it's on hold the money is on hold? Why? What is the problem? Before STC Pay sending money is very easy But right now the service get worst.. This is an emergency matter because we workers abroad need to send money Remittance to our families and you STC Pay is holding it.. What The F........... This will be the last..;Negative
Movie ticket app also came gud;Neutral
Nice apps;Positive
Please return my money stcpay i transfer my money onto stcpay then after i transfer i didn't receive the money but still have notification i don't believe of arabian system can do like this i call lot of time from stcpay care service they said we will fix it inshaa allah but until now nothing gonna happen its almost 3days i really need my money it's urgently;Positive
It's amazing 😍🤩🤩;Positive
Excellent easy service;Positive
Great;Positive
Excellent;Positive
This App is great;Positive
